abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person
"LEAD: It's the homestretch, educationally speaking.       Spring semester is near its end; graduation is almost at hand.       But along with the flowers, venturing out in the last of the cold, comes seasonal advice on using tax laws when donating to schools, legislation on adult literacy, a renaissance of laboratory schools, and students hitting local stores in a spring fling of consumerism.",https://www.nytimes.com/1990/04/08/education/the-spring-report-starting-over.html,,"It's the homestretch, educationally speaking.",A,4,The New York Times,1990-04-08T05:00:00+0000,article,Education Life,Education,NA,News,nyt://article/d1da89ce-d9b3-58c4-a15d-eee0cd7927ef,1697,nyt://article/d1da89ce-d9b3-58c4-a15d-eee0cd7927ef,  Starting Over,THE SPRING REPORT,NA,THE SPRING REPORT;   Starting Over,NA,NA,NA,By Edward B. Fiske,
"In an about-face, the school said that using the term was “flawed” and that respect for Muslim students should not have superseded academic freedom.",https://www.nytimes.com/2023/01/17/us/hamline-lawsuit-prophet-muhammad-religion.html,"In an about-face, the school said that using the term was “flawed” and that respect for Muslim students should not have superseded academic freedom.","Hamline University officials made an about-face on Tuesday in its treatment of a lecturer who showed an image of the Prophet Muhammad in an art history class, walking back one of their most controversial statements — that showing the image was Islamophobic. They also said that respect for Muslim students should not have superseded academic freedom.",A,16,The New York Times,2023-01-17T23:59:38+0000,article,National,U.S.,NA,News,nyt://article/f6e33544-f983-51f4-8d34-5d91e6dc5253,686,nyt://article/f6e33544-f983-51f4-8d34-5d91e6dc5253,"After Lecturer Sues, Hamline University Walks Back Its ‘Islamophobic’ Comments",NA,NA,Teacher Who Showed Art of Muhammad Sues University,NA,NA,NA,By Vimal Patel,
"  Starting in the winter, students whose families are financially distressed can attend classes free, on a part-time basis, at Minnesota's seven state unversities.",https://www.nytimes.com/1986/09/28/us/around-the-nation-free-university-courses-offered-farm-families.html,,"Starting in the winter, students whose families are financially distressed can attend classes free, on a part-time basis, at Minnesota's seven state unversities.",1,26,The New York Times,1986-09-28T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/ad797001-96b3-524f-99d3-1f5340656445,129,nyt://article/ad797001-96b3-524f-99d3-1f5340656445,Free University Courses Offered Farm Families,AROUND THE NATION,NA,AROUND THE NATION; Free University Courses Offered Farm Families,NA,NA,NA,AP,
"LEAD: TEACHERS in rural Minnesota are ready to hear the most up-to-date version of the oldest excuse in the book: ''Honest, teach, the fax ate my homework.''",https://www.nytimes.com/1989/11/05/education/blackboard-just-the-fax.html,,"TEACHERS in rural Minnesota are ready to hear the most up-to-date version of the oldest excuse in the book: ''Honest, teach, the fax ate my homework.''",A,4,The New York Times,1989-11-05T05:00:00+0000,article,Education Life,Education,NA,News,nyt://article/01f4e5ed-02b9-599f-b18f-bf26e0967d45,383,nyt://article/01f4e5ed-02b9-599f-b18f-bf26e0967d45,Just The Fax,BLACKBOARD,NA,BLACKBOARD; Just The Fax,NA,NA,NA,By Noam Cohen,
OHIO: Execution Recommended; MINNESOTA: First A Violation Then A Fine;.,https://www.nytimes.com/2002/10/16/national/national-briefing-midwest.html,OHIO: Execution Recommended; MINNESOTA: First A Violation Then A Fine;., OHIO: EXECUTION RECOMMENDED ,NA,NA,The New York Times,2002-10-16T05:00:00+0000,article,National,U.S.,NA,News,nyt://article/e4d04f1e-b7a8-5765-b176-b1aef8444e4c,229,nyt://article/e4d04f1e-b7a8-5765-b176-b1aef8444e4c,National Briefing: Midwest,NA,NA,National Briefing: Midwest,NA,NA,NA,NA,
NORTH DAKOTA: Arrest Of Sex Offender In Kidnapping; KANSAS: Unconstitutional School Financing;.,https://www.nytimes.com/2003/12/03/national/national-briefing-plains.html,NORTH DAKOTA: Arrest Of Sex Offender In Kidnapping; KANSAS: Unconstitutional School Financing;.," NORTH DAKOTA: ARREST OF SEX OFFENDER IN KIDNAPPING A man described as a predatory sex offender was arrested and charged with kidnapping in the disappearance of a college student in Grand Forks, but the authorities said they had not found the young woman. Alfonso Rodriguez Jr., 50, was arrested on Monday in Crookston, Minn., about 30 miles from Grand Forks, where he lives, the police said. Court documents in the case were sealed. The University of North Dakota student, Dru Sjodin, 22, of Pequot Lakes, Minn., vanished on Nov. 22 after leaving her job at a Victoria's Secret store in a Grand Forks mall.&#0160;&#0160; (AP) ",NA,NA,The New York Times,2003-12-03T05:00:00+0000,article,National,U.S.,NA,News,nyt://article/5dd860e4-eaa1-535e-8edd-83745f585b74,196,nyt://article/5dd860e4-eaa1-535e-8edd-83745f585b74,National Briefing: Plains,NA,NA,National Briefing: Plains,NA,NA,NA,NA,
"Dozens of chaplains on campuses across the country play a vital dual role: helping Muslim students feel welcome, and introducing Islam to non-Muslims.",https://www.nytimes.com/2016/11/14/us/muslim-college-chaplains-extend-a-hand-across-religious-divides.html,"Dozens of chaplains on campuses across the country play a vital dual role: helping Muslim students feel welcome, and introducing Islam to non-Muslims.","MINNEAPOLIS — Emma Blom grew up in the Scandinavian heartland of rural Minnesota, reliably attending her small town’s Lutheran church. She spent each childhood summer in vacation Bible school and played the piano for Sunday worship services. “Borning Cry” was her grandmother’s favorite hymn.",A,18,The New York Times,2016-11-13T23:52:58+0000,article,National,U.S.,NA,News,nyt://article/6b137936-92ac-5c29-84b3-9ba0ba5c6b43,1266,nyt://article/6b137936-92ac-5c29-84b3-9ba0ba5c6b43,Muslim College Chaplains Extend a Hand Across Religious Divides,On Religion,NA,Muslim College Chaplains Reach Across Religious Divides,NA,NA,NA,By Samuel G. Freedman,
"  For 28 Chippewa Indian high school students in northern Minnesota, summer has been a time for learning. In a five-week course that ended last week, they studied biology, computer science, psychology and algebra -- and woodland pottery, photography and native medicine. They attended an Ojibwa powwow and helped stage a film festival, ""Wind and Glacier Voices.""   The aim is to prepare the students for college and, beyond that, for leadership of their tribes and communities. The program, at Bemidji State University, is modeled on the Native American Preparatory School at Irvine, Calif. Support comes from a variety of foundations. Teachers and administrators are recruited from reservations; the principal is Erma J. Vizenor, a Chippewa from the White Earth Reservation who graduated from the Harvard Graduate School of Education.",https://www.nytimes.com/1993/08/04/education/beyond-the-powwow-the-goal-is-college.html,,"For 28 Chippewa Indian high school students in northern Minnesota, summer has been a time for learning. In a five-week course that ended last week, they studied biology, computer science, psychology and algebra -- and woodland pottery, photography and native medicine. They attended an Ojibwa powwow and helped stage a film festival, ""Wind and Glacier Voices.""",B,9,The New York Times,1993-08-04T05:00:00+0000,article,None,Education,NA,News,nyt://article/5cd51471-fbaa-589d-b83d-4f1d626684d9,183,nyt://article/5cd51471-fbaa-589d-b83d-4f1d626684d9,"Beyond the Powwow, The Goal Is College",NA,NA,"Beyond the Powwow, The Goal Is College",NA,NA,NA,NA,
"Minnesota law firms Larson King, Zimmerman Reed and McSweeney & Fay have begun class-action lawsuit against College Board and its contractor Pearson Educational Measurement over scoring errors for thousands of students who took October SAT (M)",https://www.nytimes.com/2006/04/09/us/classaction-lawsuit-to-be-filed-over-sat-scoring-errors.html,"Minnesota law firms Larson King, Zimmerman Reed and McSweeney & Fay have begun class-action lawsuit against College Board and its contractor Pearson Educational Measurement over scoring errors for thousands of students who took October SAT (M)",Correction Appended,1,33,The New York Times,2006-04-09T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/9888b863-ea5a-54fc-a4c2-fbaace74e864,573,nyt://article/9888b863-ea5a-54fc-a4c2-fbaace74e864,Class-Action Lawsuit to Be Filed Over SAT Scoring Errors,NA,NA,Class-Action Lawsuit to Be Filed Over SAT Scoring Errors,NA,NA,NA,By Karen W. Arenson,
   A Hennepin County grand jury issued an indictment today charging the former artistic director and founder of the widely respected Children's Theater Company of Minneapolis with sexually abusing a 15-year-old boy in 1982.   The indictment is the fourth criminal charge filed against Donahue since April 18 when he was first arrested and charged with sexually abusing students or former students at the company's school.,https://www.nytimes.com/1984/09/06/us/director-faces-a-4th-charge-in-minneapolis-abuse-case.html,,A Hennepin County grand jury issued an indictment today charging the former artistic director and founder of the widely respected Children's Theater Company of Minneapolis with sexually abusing a 15-year-old boy in 1982.,A,16,The New York Times,1984-09-06T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/ef2bfb17-7c3b-5d72-aa73-db049e29d28d,138,nyt://article/ef2bfb17-7c3b-5d72-aa73-db049e29d28d,Director Faces a 4th Charge In Minneapolis Abuse Case,NA,NA,Director Faces a 4th Charge In Minneapolis Abuse Case,NA,NA,NA,NA,
"  The student newspaper at a branch of the University of Minnesota has charged the university's president and the Minnesota Board of Regents with violating the paper's constitutional rights.   A Federal district judge in St. Paul began hearing testimony last week in the dispute, which started three years ago when the paper published an parody issue and some readers did not find it funny.  Arguments before Judge Robert G. Renner are expected to conclude this week and a decision is expected early next year.   The case pits what the newspaper, The Minnesota Daily, calls its First Amendment right to print material without fear of government harassment against what the paper's critics call the right of students not to contribute money to a publication they object to.  Four current and former editors of the paper and the board of student publications joined the suit.",https://www.nytimes.com/1982/10/10/us/parody-by-paper-stirs-campus-fight.html,,The student newspaper at a branch of the University of Minnesota has charged the university's president and the Minnesota Board of Regents with violating the paper's constitutional rights.,1,34,The New York Times,1982-10-10T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/b8c7fa39-0d15-55aa-af8d-a3be39f34443,900,nyt://article/b8c7fa39-0d15-55aa-af8d-a3be39f34443,PARODY BY PAPER STIRS CAMPUS FIGHT,NA,NA,PARODY BY PAPER STIRS CAMPUS FIGHT,NA,NA,NA,NA,
